nom,date,temps,rate,vote,resume,cover,genre,director,imdb_id
Khosla Ka Ghosla!,2006,2h 15m,8.2,26,"Un homme de la classe moyenne à la retraite, basé à Delhi, essaie à contrecœur de récupérer ses terres auprès d'un escroc immobilier, avec l'aide de ses fils et de leurs amis.","https://m.media-amazon.com/images/M/MV5BNWI1M2YxZWMtN2JiZi00MmJjLWE4NjgtODc2ODg2M2M5YWRiXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Horror,Martin Scorsese,tt1000860
Oppenheimer,2023,3h,8.3,873,L'histoire du scientifique J. Robert Oppenheimer et de son rôle dans le développement de la bombe atomique.,"https://m.media-amazon.com/images/M/MV5BMTQ1OTVmNTQtMWNjYi00ZDJlLWE1NTgtNjE0MDVhZGI3NTBmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Comedy,Steven Spielberg,tt1000861
Je suis toujours là,2024,2h 17m,8.3,99,"Basé sur les mémoires à succès de Marcelo Rubens Paiva, dans lesquelles sa mère est forcée de militer lorsque son mari est capturé par le régime militaire au Brésil, en 1971.","https://m.media-amazon.com/images/M/MV5BOGY5ZWE1MzMtZTBlMS00OTIwLTk4ZjEtM2I1NzdkYmUxZGJkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Martin Scorsese,tt1000862
Eternal Sunshine of the Spotless Mind,2004,1h 48m,8.3,11,"Lorsque leur relation se dégrade, un couple a recours à une procédure médicale pour effacer tout souvenir de leur relation.","https://m.media-amazon.com/images/M/MV5BNmNhYTJiMDAtNjc3MC00MTk0LWIzOGItNzI2YmM4NjU4ZTcwXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Drama,Christopher Nolan,tt1000863
Scarface,1983,2h 50m,8.3,959,"En 1980 à Miami, un immigrant cubain déterminé prend en charge un cartel de drogue et succombe au vice d'avidité.","https://m.media-amazon.com/images/M/MV5BOTliNGJiMWYtZTdkMC00NGQ0LTllN2MtYjk3NGYwOWRkZDdiXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Horror,Martin Scorsese,tt1000864
American Beauty,1999,2h 2m,8.3,12,Un père de banlieue sexuellement frustré entre en pleine crise de la quarantaine après s'être épris de la meilleure amie de sa fille.,"https://m.media-amazon.com/images/M/MV5BNjY1M2VlZjQtMjhjZi00ZDVhLWIyYjItOTc1MmRjMTU5ZDNiXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Action,Patty Jenkins,tt1000865
Will Hunting,1997,2h 6m,8.3,11,"Will Hunting, un employé de ménage à M.I.T., a un don pour les mathématiques, mais a besoin de l'aide d'un psychologue pour trouver sa voie.","https://m.media-amazon.com/images/M/MV5BZGY4YjY3YmEtNmJmNC00NjFlLTgzYzItNjI1ZWI0Y2M5OWViXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Fantasy,Quentin Tarantino,tt1000866
Heat,1995,2h 50m,8.3,751,"Un groupe de braqueurs de banque professionnels commence à sentir la chaleur de la police quand, sans le savoir, il laisse un indice à son dernier vol.","https://m.media-amazon.com/images/M/MV5BMTkxYjU1OTMtYWViZC00ZjAzLWI3MDktZGQ2N2VmMjVjNDRlXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Horror,Patty Jenkins,tt1000867
Requiem for a Dream,2000,1h 42m,8.3,934,Les utopies par stupéfiants de quatre habitants de Coney Island sont brisées lorsque leurs addictions s'aggravent.,"https://m.media-amazon.com/images/M/MV5BY2RkZTcxMjQtN2Y2MS00MzMxLWIyYmQtNmI3ZDBhMWE5NDBmXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Adventure,Quentin Tarantino,tt1000868
Old Boy,2003,2h,8.3,674,"Après avoir été enlevé et emprisonné pendant quinze ans, Oh Dae-Su est relâché, seulement pour découvrir qu'il doit trouver son ravisseur en cinq jours.","https://m.media-amazon.com/images/M/MV5BZGMxMTFmMmUtMmJjOC00ODZlLTg2ZDYtMmQ3MjdmOGFlMzQ1XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Comedy,Jordan Peele,tt1000869
Là-haut,2009,1h 36m,8.3,12,"Carl Fredricksen, âgé de soixante-dix-huit ans, se rend en Amérique du Sud dans sa maison équipée de ballons et emmène avec lui un jeune passager clandestin par inadvertance.","https://m.media-amazon.com/images/M/MV5BNjliNmYwMDktNWU2ZC00ZmJkLTk4MGItZGM1YWVjNjc1MTc1XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Drama,Steven Spielberg,tt1000870
Princesse Mononoké,1997,2h 13m,8.3,457,"En quête d'un remède contre la malédiction d'un Tatarigami, Ashitaka se retrouve plongé au coeur d'une guerre entre les dieux de la forêt et Tatara, une colonie minière. Dans cette quête, il fait la rencontre de San, la princesse Mononoke.","https://m.media-amazon.com/images/M/MV5BYjk2Yzc0YTktM2JhMC00MmZhLTk5MjMtYWE2NjUwZDdiOThjXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Fantasy,Denis Villeneuve,tt1000871
Requiem pour un massacre,1985,2h 22m,8.3,110,"Après avoir trouvé un vieux fusil, un jeune garçon rejoint le mouvement de résistance soviétique contre les forces allemandes impitoyables et vit les horreurs de la Seconde Guerre mondiale.","https://m.media-amazon.com/images/M/MV5BMDVlMjU3ZWQtYjFiYS00M2I2LThlNWUtN2UxMWIzMmFhZTBkXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Horror,Martin Scorsese,tt1000872
Incendies,2010,2h 11m,8.3,225,Des jumeaux voyagent au Moyen-Orient pour découvrir leur histoire familiale et exaucer les dernières volontés de leur mère.,"https://m.media-amazon.com/images/M/MV5BMzkxMTk0NDMtYWIxMS00M2QwLWFmOGUtMDVlYjFlMDY0Mzc5XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Action,Greta Gerwig,tt1000873
Joker,2019,2h 2m,8.3,16,"Arthur Fleck, un comédien atteint de troubles mentaux, est mis de côté par la société. S'ensuit une descente aux enfers, emplie de crimes violents, qui le confronte à son alter ego : le Joker.","https://m.media-amazon.com/images/M/MV5BMjE4ZWRjMzEtZWIzYi00NGQzLWE2YmMtY2NmZGNmZDBhOGZhXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Romance,James Cameron,tt1000874
Braveheart,1995,2h 58m,8.3,11,"Lorsque sa fiancée secrète est exécutée pour avoir agressé un soldat anglais ayant tenté de la violer, Sire William Wallace commence une révolte contre le roi Édouard Ier d'Angleterre.","https://m.media-amazon.com/images/M/MV5BMjlhZjMzYzItNDUwZC00MjNmLWI0YjgtNjhlNmQ2Y2FiYWMzXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Adventure,Steven Spielberg,tt1000875
2001 : L'Odyssée de l'espace,1968,2h 29m,8.3,750,"De la nuit des temps à l'humanité atteignant les étoiles, 2001: L'odyssée de l'espace raconte l'histoire du Monolithe Noir, l'évolution de l'humanité et l'essor du superordinateur ultime HAL 9000 doté d'intelligence artificielle.","https://m.media-amazon.com/images/M/MV5BODA3YmJlNGMtODY1MS00ZmIwLWE2YWQtMDkxYTFlNDE1ZTY0XkEyXkFqcGc@._V1_QL75_UY207_CR0,0,140,207_.jpg",Fantasy,Martin Scorsese,tt1000876
Reservoir Dogs,1992,1h 39m,8.3,11,Un chef de la mafia réunit une équipe de six criminels expérimentés dans le but de réaliser un grand braquage de bijouterie.,"https://m.media-amazon.com/images/M/MV5BMTFmNjk1NzYtMzJmMC00YjhhLWEzYjUtOGM3MzIzNDM0M2FmXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Action,Greta Gerwig,tt1000877
Il était une fois en Amérique,1984,3h 49m,8.3,393,"Un ancien gangster juif de la période de la prohibition revient à Manhattan plus de trente ans plus tard, où il doit faire affronter les fantômes et les regrets de son passé.","https://m.media-amazon.com/images/M/MV5BNmVkY2M2NTItZmIxZS00MjRmLTg5MGEtZGNhODY2YjE1NzdlXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Jordan Peele,tt1000878
La Chasse,2012,1h 55m,8.3,386,"Un professeur mène une vie esseulé, alors qu'il se bat pour la garde de son fils. Sa vie s'améliore doucement quand il trouve l'amour et de bonnes nouvelle de son fils, mais sa nouvelle chance est sur le point d'être écrasée par un petit mensonge innocent.","https://m.media-amazon.com/images/M/MV5BNjAwNzRlNjUtZjY4NC00YmM2LThmZTYtZTAxMTU4M2FiMGRkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Sci-Fi,Jordan Peele,tt1000879
Toy Story,1995,1h 21m,8.3,11,"Dans la chambre d'un petit garçon, un cowboy jaloux se sent profondément menacé quand le nouvel astronaute prend sa place de jouet favori.","https://m.media-amazon.com/images/M/MV5BMmExZDYwOTQtMDRmYy00MTk4LWJjYTEtZjZhNDRiYmFmNzUxXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Sci-Fi,Steven Spielberg,tt1000880
Hamilton,2020,2h 40m,8.3,126,"La vie d'Alexander Hamilton, l'un des premiers pères fondateurs des États-Unis et premier ministre des finances américain. Tourné en direct sur Broadway depuis le Richard Rodgers Theatre avec le casting original de Broadway.","https://m.media-amazon.com/images/M/MV5BYzBhOWY4ZTktMjE2NS00ZGIyLWJkOGMtNDQyN2JjZWFiODdiXkEyXkFqcGc@._V1_QL75_UX140_CR0,0,140,207_.jpg",Adventure,James Cameron,tt1000881
Lawrence d'Arabie,1962,3h 47m,8.3,328,"Sur fond d'intrigues géo-politiques cyniques, l'épopée inouïe et la quête pure de l'extraordinaire et si fragile lieutenant Lawrence - amoureux du désert, et chantre déçu de l'identité arabe. Un film somptueux qui nous emporte comme une vague, en musique. [255]","https://m.media-amazon.com/images/M/MV5BMDNiOWJjMTQtYjI1ZC00ZTQ3LThkYzItZjk5Mzc1YWI1YmQ4XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Romance,Patty Jenkins,tt1000882
Dr. Folamour ou : comment j'ai appris à ne plus m'en faire et à aimer la bombe,1964,1h 35m,8.3,536,Un général insensé ouvre la voie à l'holocauste nucléaire qu'une salle de guerre remplie d'hommes politiques et de généraux tentent désespérément de s'arrêter.,"https://m.media-amazon.com/images/M/MV5BMmRlNmFjZTctYmJkZi00ODJmLWFhY2QtNGVkYmRkZDExZDk0XkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Drama,Patty Jenkins,tt1000883
Le Fabuleux Destin d'Amélie Poulain,2001,2h 2m,8.3,816,"Amélie, fille innocente et naïve, parisienne, a son propre sens de justice, Elle décide d'aider ceux autour d'elle, et sur le chemin, et trouve l'amour.","https://m.media-amazon.com/images/M/MV5BMTQ0Nzk2ODA0OV5BMl5BanBnXkFtZTgwMDk5NDc2MjE@._V1_QL75_UY207_CR2,0,140,207_.jpg",Thriller,Jordan Peele,tt1000884
Le Retour du Jedi,1983,2h 11m,8.3,12,"Après une mission risquée qui a permis de sauver Han Solo des mains de Jabba le Hutt, les rebelles se rendent à Endor pour détruire une nouvelle Etoile de la mort, encore plus puissante. Pendant ce temps, Luke se bat pour aider Dark Vador à sortir du côté obscur sans tomber dans le piège de l'Empereur.","https://m.media-amazon.com/images/M/MV5BMGFlNjU4YzAtNjc4My00MDFhLTg1ZGYtMzExODNhMTU2MDA2XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Thriller,Greta Gerwig,tt1000885
Toy Story 3,2010,1h 43m,8.3,927,"Les jouets sont livrés par erreur à une garderie au lieu d'être remisés au grenier juste avant qu'Andy ne parte pour l'université, et c'est à Woody de convaincre les autres jouets qu'ils n'ont pas été abandonnés et de retourner à la maison.","https://m.media-amazon.com/images/M/MV5BNzUwY2IwMmMtYmM5Ni00OWZlLWFjZjAtNjdmNzMxOTFlYzY3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Fantasy,Patty Jenkins,tt1000886
L'Arnaque,1973,2h 9m,8.3,289,Deux escrocs font équipe pour réaliser l'arnaque du siècle.,"https://m.media-amazon.com/images/M/MV5BYTg3NGMwN2QtZmJjNi00ZWU0LTk1NTEtODI2ZmNmZTIxNThhXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Comedy,Quentin Tarantino,tt1000887
Sueurs froides,1958,2h 8m,8.3,443,Un ex-lieutenant de police jongle avec ses démons personnels et devient obsédé par une femme d'une beauté envoûtante.,"https://m.media-amazon.com/images/M/MV5BMmJmMjU5ZWQtYTg0Zi00Y2FlLThiZTYtYjg5YWM2MzgzMTY4XkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg",Drama,Quentin Tarantino,tt1000888
Citizen Kane,1941,1h 59m,8.3,479,"Suite au décès d'un magnat de l'édition, des journalistes se démènent pour découvrir le sens de ses dernières paroles.","https://m.media-amazon.com/images/M/MV5BZGQ0MjViMGItODM5MC00ZTg0LWJiOGYtMDhmZmE1YWZmZThkXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Comedy,James Cameron,tt1000889
La garçonnière,1960,2h 5m,8.3,208,"Un homme essaie de monter dans son entreprise en laissant ses dirigeants utiliser son appartement pour des rendez-vous galants, mais des complications s'ensuivent ainsi que sa propre relation amoureuse.","https://m.media-amazon.com/images/M/MV5BOWNlNjk5MGItYzYzMC00MWI3LWE5ZWUtODE1ZGU3MGRhM2QwXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg",Comedy,James Cameron,tt1000890
Metropolis,1927,2h 33m,8.3,193,"""Dans une ville futuriste fortement scindée entre la classe ouvrière et les maîtres de la cité, le fils du """"cerveau"""" de la ville tombe amoureux d'une prophétesse de la classe ouvrière qui prédit la venue d'un sauveur pour régler leurs différends.""","https://m.media-amazon.com/images/M/MV5BMTgzNDQxMDQwMV5BMl5BanBnXkFtZTgwNTE2MjUwMzE@._V1_QL75_UY207_CR8,0,140,207_.jpg",Comedy,Martin Scorsese,tt1000891
Du silence et des ombres...,1962,2h 9m,8.3,342,"Atticus Finch, un avocat du sud des États-Unis pendant la Grande Dépression, défend un homme noir d'une accusation de viol non méritée, et ses enfants des préjugés.","https://m.media-amazon.com/images/M/MV5BMDY0OTE5MjctNzc2Mi00NzA1LThhN2EtYmExODcyOTA3NTcyXkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg",Comedy,Jordan Peele,tt1000892
La mort aux trousses,1959,2h 16m,8.3,359,"Publicitaire infortuné de la ville de New York, il est pris pour un agent du gouvernement par un groupe d'espions étrangers et est poursuivi dans tout le pays alors qu'il cherche un moyen de survivre.","https://m.media-amazon.com/images/M/MV5BMjE1NTUzOTQwNV5BMl5BanBnXkFtZTcwMjQ2MTk4OQ@@._V1_QL75_UY207_CR8,0,140,207_.jpg",Drama,Quentin Tarantino,tt1000893
Jugement à Nuremberg,1961,2h 59m,8.3,91,"En 1948, un tribunal américain en Allemagne occupée juge quatre nazis jugés pour crimes de guerre.","https://m.media-amazon.com/images/M/MV5BMDdmYmQwNTEtNzJjNC00YjY4LWE0NjgtMjJiN2E4YWI1YWY3XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Drama,Martin Scorsese,tt1000894
Chantons sous la pluie,1952,1h 43m,8.3,271,Une companie de films meut et ses acteurs font la transistion vers les films 'sonores',"https://m.media-amazon.com/images/M/MV5BMDRiMzlmMGItNDVkYi00YTY5LWI5MDEtOWU5YzJkZTc2MDI2XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Romance,Greta Gerwig,tt1000895
Une séparation,2011,2h 3m,8.3,268,"Lorsque sa femme le quitte, Nader engage une aide-soignante pour s'occuper de son père malade. Il ignore alors que la jeune femme est enceinte et a accepté ce travail sans l'accord de son mari, un homme psychologiquement instable","https://m.media-amazon.com/images/M/MV5BYmY2MGNiNDEtNTIwYi00N2Y2LTkyMTYtMDMxZDEyNDYwYmNhXkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Horror,Denis Villeneuve,tt1000896
Dangal,2016,2h 41m,8.3,224,Former wrestler Mahavir Singh Phogat and his two wrestler daughters struggle towards glory at the Commonwealth Games in the face of societal oppression.,"https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UY207_CR4,0,140,207_.jpg",Thriller,Martin Scorsese,tt1000897
M le maudit,1931,1h 58m,8.3,176,"Lorsque la police d'une ville allemande ne parvient pas à attraper un enfant assassin, d'autres criminels se joignent à la chasse à l'homme.","https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_QL75_UX140_CR0,1,140,207_.jpg",Action,Martin Scorsese,tt1000898
Assurance sur la mort,1944,1h 47m,8.3,174,Un vendeur d'assurances se laisse entraîner par une femme au foyer séduisante dans un stratagème frauduleux de meurtre et d'assurance qui suscite la suspicion d'un enquêteur en assurance.,"https://m.media-amazon.com/images/M/MV5BNWI1MjYwMTktZWEzNC00YzdmLWI5YTEtOTY4MDliMDIxZDI2XkEyXkFqcGc@._V1_QL75_UY207_CR10,0,140,207_.jpg",Horror,Steven Spielberg,tt1000899
Vivre,1952,2h 23m,8.3,96,Un bureaucrate essaie de trouver un sens à sa vie suite à la découverte qu'il a un cancer en phase terminale.,"https://m.media-amazon.com/images/M/MV5BMTFlMWIxMTItMTNhOC00NWI5LTg3ZmEtYzY5ZGY0YTA5ZmFlXkEyXkFqcGc@._V1_QL75_UY207_CR4,0,140,207_.jpg",Drama,Patty Jenkins,tt1000900
Taare Zameen Par,2007,2h 42m,8.3,216,"Un garçon de huit ans est considéré comme un bon à rien et un fauteur de troubles, jusqu'à ce que le nouveau professeur d'art ait la patience et la compassion nécessaires pour découvrir le vrai problème que cache ses difficultés scolaires.","https://m.media-amazon.com/images/M/MV5BZTI0ZGRiMDEtNGNjMS00MGU4LWI3OTktNzcxMDZmZTk3MTljXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Sci-Fi,Greta Gerwig,tt1000901
Chhichhore,2019,2h 23m,8.3,67,Un drame pousse Anirudh à revivre ses années d'étudiant étiqueté perdant. Son passé lui redonne espoir pour aider son fils face à l'échec.,"https://m.media-amazon.com/images/M/MV5BODgwYWE2MGEtYTMwYi00NTg5LWEzOWYtNTFiZDc4NWMzODcyXkEyXkFqcGc@._V1_QL75_UY207_CR2,0,140,207_.jpg",Thriller,Patty Jenkins,tt1000902
Sardar Udham,2021,2h 44m,8.3,49,"Le révolutionnaire indien Udham Singh, mieux connu pour l'assassinat de Michael O Dwyer à Londres, qui était à l'origine du massacre de Jallianwala Bagh le 13 avril 1919.","https://m.media-amazon.com/images/M/MV5BMzI5ZTIxOTgtNzU4Zi00YmE4LTlkMTMtNjhkODc0ZjdjZGI3XkEyXkFqcGc@._V1_QL75_UY207_CR13,0,140,207_.jpg",Thriller,Martin Scorsese,tt1000903
Shershaah,2021,2h 15m,8.3,132,"La vie du capitaine de l'armée indienne Vikram Batra, récompensé par le Param Vir Chakra, la plus haute distinction indienne pour sa bravoure pour ses actions pendant la guerre de Kargil en 1999.","https://m.media-amazon.com/images/M/MV5BZTAzNzg0OGUtZmY1My00Y2VmLTk2YzYtNDU3MjlmNzU5ZjE3XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Thriller,Christopher Nolan,tt1000904
Ratsasan,2018,2h 26m,8.3,53,Un sous-inspecteur se lance à la poursuite d'un mystérieux tueur en série qui cible des adolescentes et les assassine brutalement.,"https://m.media-amazon.com/images/M/MV5BMjgzMzMxMzUtNzUyYi00NTkxLWI1NTAtMjZhNmMxMGQ4YjBmXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Action,Quentin Tarantino,tt1000905
Vikram,2022,2h 55m,8.3,80,"Quand Karnan, un homme imparfait, est assassiné, Amar et son équipe sont chargés de résoudre le mystère de sa mort. Plus tard, Amar découvre que cet homme normal n'est pas si normal que ça et qu'il est lié à Sandhanam, un baron de la drogue.","https://m.media-amazon.com/images/M/MV5BMzQ4NWYwMDEtNGUyZS00NDhjLTk2ZWItMjU5NDhmYzRlMjZlXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Drama,Steven Spielberg,tt1000906
Drishyam,2013,2h 40m,8.3,46,Un homme se donne beaucoup de mal pour sauver sa famille d'une punition après que la famille ait commis un crime par accident.,"https://m.media-amazon.com/images/M/MV5BM2MwMjNlNjctYjA2ZS00ZDA4LWJmNTYtODg5NDY1YzQzZDg2XkEyXkFqcGc@._V1_QL75_UY207_CR9,0,140,207_.jpg",Romance,Greta Gerwig,tt1000907
Inglourious Basterds,2009,2h 33m,8.4,17,"Dans la France occupée de la Seconde Guerre mondiale, un projet d'assassinat de dirigeants nazis par un groupe de soldats juifs américains coïncide avec les plans de vengeance de la propriétaire d'un cinéma.","https://m.media-amazon.com/images/M/MV5BNTZlNWYzYzctYmU1Yy00ODYyLTk0ZGQtMjNjNDFlYWE0YWZjXkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Thriller,Jordan Peele,tt1000908
Avengers: Endgame,2019,3h 1m,8.4,13,"Après les événements dévastateurs d'Avengers: Infinity War, l'univers est en ruine. Avec l'aide des alliés restants, les Avengers se rassemblent une fois de plus afin d'inverser les actions de Thanos et rétablir l'équilibre dans l'univers.","https://m.media-amazon.com/images/M/MV5BMDM0OTE5NTUtMGJlNi00ZDdhLWI3YTAtN2Y3OTcyOTg0YjI3XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Romance,Quentin Tarantino,tt1000909
Avengers: Infinity War,2018,2h 29m,8.4,13,Les Avengers et leurs alliés devront être prêts à tout sacrifier pour tenter de vaincre le redoutable Thanos avant que son attaque éclair ne conduise à la destruction complète de l'univers.,"https://m.media-amazon.com/images/M/MV5BMTk0N2ExMjUtNjMzMS00OTViLTg3YzAtZjFkZTc4NzQ5MjIxXkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Horror,Christopher Nolan,tt1000910
The Dark Knight Rises,2012,2h 44m,8.4,19,"Huit ans après que Batman ait pris le blâme pour Harvey Dent, un nouveau terroriste dangereux, appelé Bane, fait son apparition. Le chevalier noir est forcé de reprendre son rôle de justicier.","https://m.media-amazon.com/images/M/MV5BMGVjMjQyOGUtMzI4NC00ZTI5LWJmZDAtY2NkMjcxYTgzMGM3XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Sci-Fi,Christopher Nolan,tt1000911
Apocalypse Now,1979,2h 27m,8.4,738,"Pendant la guerre du Vietnam, le capitaine Willard est envoyé en mission au Cambodge pour assassiner un colonel rebelle qui s'est déclaré Dieu parmi une tribu locale.","https://m.media-amazon.com/images/M/MV5BNDA0ZGJlYjUtNDUxZS00YjIxLWFiODEtOTljN2Q5NTM3MTJlXkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Sci-Fi,James Cameron,tt1000912
Memento,2000,1h 53m,8.4,14,Un homme souffrant de perte de la mémoire à court terme tente de retrouver l'assassin de sa femme.,"https://m.media-amazon.com/images/M/MV5BNGY3YTJkZjMtZGNiMC00NDM5LTllMTItODc4OTczYTkyMjg4XkEyXkFqcGc@._V1_QL75_UY207_CR3,0,140,207_.jpg",Fantasy,Patty Jenkins,tt1000913
Amadeus,1984,2h 40m,8.4,447,"La vie, les triomphes et les tourments de Wolfgang Amadeus Mozart, selon le point de vue du compositeur Antonio Salieri, contemporain de Mozart dont il était extrêmement jaloux et qu'il prétendit avoir assassiné.","https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_QL75_UX140_CR0,5,140,207_.jpg",Horror,Patty Jenkins,tt1000914
Shining,1980,2h 26m,8.4,12,"Une famille se rend dans un hôtel isolé pour l'hiver, où une présence spirituelle et maléfique incite le père à la violence, tandis que son fils télépathe fait l'expérience d'horribles visions du passé et du futur.","https://m.media-amazon.com/images/M/MV5BZjdjZDYwNjYtNTk2ZS00NzU3LTkxMGQtZTdhNzQ2MWRhN2Y0XkEyXkFqcGc@._V1_QL75_UY207_CR6,0,140,207_.jpg",Adventure,Jordan Peele,tt1000915
"Aliens, le retour",1986,2h 17m,8.4,805,"Ellen Ripley est sauvée par une équipe de sauvetage en profondeur après 57 ans de sommeil extrême. La lune visitée par le Nostromo a été colonisée, mais tout contact a été perdu. Cette fois, les marines coloniales ont une force de frappe impressionnante, mais cela suffira-t-il?","https://m.media-amazon.com/images/M/MV5BN2M0Yjk4NDQtMzRkMS00MWIxLWJkOWEtMThjOTQ5NjY5MGFiXkEyXkFqcGc@._V1_QL75_UY207_CR5,0,140,207_.jpg",Romance,Quentin Tarantino,tt1000916
Les Aventuriers de l'arche perdue,1981,1h 55m,8.4,11,"En 1936, l 'archéologue et aventurier Indiana Jones est engagé par le gouvernement américain pour trouver l'arche de l'alliance avant que les nazis d'Adolf Hitler ne puissent obtenir ses pouvoirs extraordinaires.","https://m.media-amazon.com/images/M/MV5BMmQ4YmU2NTQtMTg3Zi00YTdmLWFmMzUtZjEyNzgzYTU1ZTI4XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Action,Patty Jenkins,tt1000917
Coco,2017,1h 45m,8.4,644,"Miguel, musicien en herbe, entre au pays des morts pour retrouver son arrière-arrière-grand-père, un chanteur légendaire alors qu'il a interdiction de jouer de la musique.","https://m.media-amazon.com/images/M/MV5BNTg1NDZkN2MtNDgwMy00NjlmLWJiZWQtMjE2ZmFiM2VjZDM3XkEyXkFqcGc@._V1_QL75_UY207_CR7,0,140,207_.jpg",Drama,Denis Villeneuve,tt1000918
Spider-Man: New Generation,2018,1h 57m,8.4,724,Spider-Man traverse des dimensions parallèles et fait équipe avec les Spider-Man de ces dimensions pour mettre fin à une menace pour toute l'humanité.,"https://m.media-amazon.com/images/M/MV5BMjMwNDkxMTgzOF5BMl5BanBnXkFtZTgwNTkwNTQ3NjM@._V1_QL75_UX140_CR0,0,140,207_.jpg",Action,Steven Spielberg,tt1000919
Your Name.,2016,1h 46m,8.4,352,"Deux étrangers se retrouvent liés d'une étrange manière. Quand une connexion se forme entre eux, la distance sera-t-elle la seule chose qui les séparera?","https://m.media-amazon.com/images/M/MV5BM2U1YzcyOGQtNjY5NC00ZWM0LTk0ZDItMTVhN2E2ODk3MWQ4XkEyXkFqcGc@._V1_QL75_UX140_CR0,1,140,207_.jpg",Romance,Christopher Nolan,tt1000920
WALL·E,2008,1h 38m,8.4,13,"Dans un avenir lointain, un petit robot collecteur de déchets entreprendra par inadvertance un voyage dans l'espace qui décidera en fin de compte du sort de l'humanité.","https://m.media-amazon.com/images/M/MV5BNGMwMjg4MWMtMGRhMi00YzMzLTkxMGQtNTM1NTZmZGQ2NmE4XkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Romance,Christopher Nolan,tt1000921
La Vie des autres,2006,2h 17m,8.4,426,"En 1984, à Berlin-Est, un agent de la police secrète, qui effectue une surveillance sur un dramaturge et sa compagne, se retrouve de plus en plus absorbé par leur vie.","https://m.media-amazon.com/images/M/MV5BMTljZDE4OTItMWM2NC00ZTRkLTlmMjgtMWNhZTUxM2M3MGRiXkEyXkFqcGc@._V1_QL75_UY207_CR8,0,140,207_.jpg",Horror,Jordan Peele,tt1000922
